"user.login","Year","City","Period","n_obs","n_taxa","taxa"
"phiro",2022,"Chur, Chur, Switzerland","after",1,1,"49490"
"phishouttawatta",2022,"Cleveland-Akron-Canton, OH, USA","after",1,1,"60724"
"phloxfox",2022,"Western NC, North Carolina, USA","during",1,1,"48711"
"phoebemae",2018,"Denver-Boulder Metro, Colorado, USA","during",4,4,"200925 463825 59968 60724"
"phoekman",2021,"Cape Town, Western Cape, South Africa","during",2,1,"502154"
"phoenixschool",2018,"Boston, Massachusetts, USA","during",1,1,"148365"
"phonephone",2021,"Cleveland-Akron-Canton, OH, USA","before",1,1,"69468"
"photogenie",2022,"Cape Town, Western Cape, South Africa","during",2,2,"50252 49490"
"phyllida",2019,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"phyllisholst",2020,"Denver-Boulder Metro, Colorado, USA","during",2,2,"532267 175493"
"phyllisholst",2022,"Denver-Boulder Metro, Colorado, USA","before",1,1,"182713"
"phyllisholst",2022,"Denver-Boulder Metro, Colorado, USA","during",1,1,"182679"
"pieters",2018,"Denver-Boulder Metro, Colorado, USA","during",1,1,"182502"
"pigeonpal",2021,"Fairfield and Westchester County, Connecticut and New York, USA","after",1,1,"49490"
"pigeonpal",2021,"Fairfield and Westchester County, Connecticut and New York, USA","before",1,1,"49490"
"pinelandshighschool",2019,"Cape Town, Western Cape, South Africa","during",1,1,"117943"
"pinesnake",2022,"Fairfield and Westchester County, Connecticut and New York, USA","during",2,2,"182657 155093"
"pioneerpauline",2020,"Baltimore, Maryland, USA","after",1,1,"117943"
"pippy84",2021,"Baton Rouge, Louisiana, USA","during",2,2,"222950 117867"
"pjtexasgal",2022,"Austin, Texas, USA","during",1,1,"155090"
"pkeiner",2020,"Chicago, Illinois, USA","during",1,1,"69430"
"plantrant",2022,"Geelong, Victoria, Australia","after",1,1,"49490"
"plectrudis",2018,"Austin, Texas, USA","during",35,18,"117867 229779 229759 182675 229760 48325 203897 117942 54735 123511 510865 117951 220112 117892 227235 232361 229256 174753 117877 228058 55553 155091"
"plectrudis",2019,"Austin, Texas, USA","during",10,8,"127423 227235 232361 121176 117877 229760 55553 229779"
"plectrudis",2020,"Austin, Texas, USA","during",28,16,"232361 117867 194163 182675 55553 229760 229779 229759 54735 182613 233293 117865 463677 174748 117943 227252 155091 67747"
"plectrudis",2021,"Austin, Texas, USA","during",33,24,"55553 117877 205689 71060 510865 229769 229759 229760 232361 69436 229779 155091 121176 229444 227252 125773 151767 154128 174833 463677 174748 229441 155090 227235"
"plectrudis",2022,"Austin, Texas, USA","during",53,21,"205689 127423 151767 123348 630829 194163 222950 345245 155090 227252 232361 55553 117887 182675 67747 54758 227235 48325 226107 50252 117865 121176 229760 370222 117867 69211 229779"
"plovergal",2020,"Alachua County, Florida, USA","during",1,1,"464189"
"plundskow",2020,"Denver-Boulder Metro, Colorado, USA","during",1,1,"119888"
"pmonte",2020,"Alachua County, Florida, USA","during",1,1,"464189"
"pnorton",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"pol24",2022,"Boston, Massachusetts, USA","before",1,1,"48711"
"pollywarbler",2020,"Austin, Texas, USA","before",1,1,"232361"
"poopking8373",2021,"Atlanta, Georgia, USA","after",1,1,"117943"
"port_moody",2022,"Tri-Cities, British Columbia, Canada","during",1,1,"117874"
"postoak",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"117877"
"pounamuduck",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"60724"
"prairieboy",2021,"Calgary, Canada","during",1,1,"463837"
"prairieboy",2022,"Calgary, Canada","during",1,1,"463837"
"prankfarsons",2020,"Western NC, North Carolina, USA","after",1,1,"48711"
"preleen",2022,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"60724"
"presentsofmind",2020,"Calgary, Canada","before",1,1,"532267"
"presha",2020,"eThekwini, Kwa-Zulu Natal, South Africa","during",5,5,"48325 117938 117950 60724 117867"
"presha",2021,"eThekwini, Kwa-Zulu Natal, South Africa","during",2,2,"117867 175845"
"presha",2022,"eThekwini, Kwa-Zulu Natal, South Africa","during",2,2,"117867 229759"
"prettypickens",2020,"Alachua County, Florida, USA","during",1,1,"175893"
"prettypickens",2021,"Alachua County, Florida, USA","during",11,7,"121176 322661 69430 200925 532533 464189 175440"
"prettypickens",2022,"Alachua County, Florida, USA","during",4,4,"227259 155090 464189 460246"
"priscilla",2021,"Boston, Massachusetts, USA","after",1,1,"49490"
"priscilla_ch",2019,"Ciudad de México, México","during",1,1,"49490"
"priscilla170",2022,"GAM, San José, Costa Rica","during",4,4,"69468 176035 117867 464189"
"priyapatel",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"professorquimby",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"psalib",2018,"Baltimore, Maryland, USA","during",1,1,"117951"
"psweet",2019,"Chicago, Illinois, USA","during",2,2,"119669 69211"
"psweet",2020,"Chicago, Illinois, USA","after",2,2,"182467 179366"
"psweet",2020,"Chicago, Illinois, USA","before",1,1,"233685"
"psweet",2020,"Chicago, Illinois, USA","during",1,1,"182613"
"psweet",2021,"Chicago, Illinois, USA","during",3,3,"182631 151767 117943"
"psweet",2022,"Chicago, Illinois, USA","before",2,2,"182461 117892"
"pturton",2019,"Bristol & Bath City Region, UK","during",2,2,"124439 55576"
"pufferchung",2021,"Austin, Texas, USA","during",1,1,"229245"
"pumiez",2019,"Cape Town, Western Cape, South Africa","during",1,1,"55554"
"pumla",2021,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"pumla",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117943"
"puntojack",2018,"Bogotá, Colombia","during",1,1,"67747"
"pwflint",2022,"Western NC, North Carolina, USA","before",1,1,"49490"
"pwlycett",2020,"Chattanooga, Tennessee, USA","after",1,1,"59954"
"pynklynx",2019,"Austin, Texas, USA","during",2,2,"55553 48325"
"pynklynx",2020,"Dallas-Fort Worth, Texas, USA","during",2,2,"174748 117887"
"qallen1",2022,"Chicago, Illinois, USA","during",1,1,"182613"
"qdor",2022,"Austin, Texas, USA","during",1,1,"532533"
"qriggs5",2022,"Chicago, Illinois, USA","before",3,2,"200925 233685"
"quellgarguilo",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"117951"
"quibus",2019,"Colorado Springs, Colorado, USA","during",1,1,"532747"
"quierrat",2020,"Chattanooga, Tennessee, USA","before",1,1,"60724"
"quinncolby",2021,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"151767"
"quiyahuitl1",2019,"Ciudad de México, México","during",1,1,"117943"
"rabenwald",2021,"Edinburgh, Scotland","after",1,1,"54758"
"rachel_wolinski",2019,"Baltimore, Maryland, USA","during",3,2,"60724 117943"
"rachel3175",2021,"Birmingham & Black Country, Midlands, UK","during",1,1,"55576"
"rachelbarker",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",3,3,"123348 154107 60724"
"rachelbarker",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"48325 69211"
"rachelelliott1",2021,"Boston, Massachusetts, USA","during",1,1,"67747"
"rachelgalvez",2018,"Boston, Massachusetts, USA","during",1,1,"125773"
"rachelhessheimer",2020,"Albuquerque, New Mexico, USA","during",2,2,"229777 175170"
"rachelkyle",2020,"Alachua County, Florida, USA","after",1,1,"67747"
"rachelstark",2018,"Baltimore, Maryland, USA","before",1,1,"117943"
"racheltrew",2019,"Bristol & Bath City Region, UK","during",2,2,"55576 117867"
"rachelwhiteuk",2021,"Brighton, Sussex, UK","during",2,1,"48325 54758"
"rad_tech7",2022,"Western NC, North Carolina, USA","during",1,1,"117943"
"radinis",2021,"Austin, Texas, USA","before",2,2,"229759 232361"
"raedman",2021,"Chicago, Illinois, USA","during",1,1,"54734"
"raekruger",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117938"
"rafas-lara",2022,"Ensenada, Baja California, México","during",5,3,"48325 54608 54623 155094"
"rainerv",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",5,4,"154184 48325 182455 55553 229759"
"rajidavis",2022,"Chicago, Illinois, USA","before",1,1,"344442"
"ralwan",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"ramblingbadger",2021,"Bristol & Bath City Region, UK","after",1,1,"123348"
"ramblingbadger",2021,"Bristol & Bath City Region, UK","during",1,1,"463344"
"rambo_tom",2020,"Birmingham & Black Country, Midlands, UK","during",2,2,"54734 55576"
"rambryum",2022,"Tri-Cities, British Columbia, Canada","during",1,1,"123678"
"ramdoann",2022,"Albuquerque, New Mexico, USA","during",2,2,"55576 175350"
"ramonamolnar",2022,"Boston, Massachusetts, USA","after",1,1,"155497"
"rams_gr7_science",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"rams_gr7_science",2019,"Boston, Massachusetts, USA","during",3,2,"203800 117943"
"randissen",2021,"Copenhagen, Denmark","after",1,1,"55576"
"randyshonkwiler",2018,"Chicago, Illinois, USA","during",1,1,"155090"
"raneedunc",2019,"Boston, Massachusetts, USA","during",2,1,"117951 117943"
"raneedunc",2020,"Boston, Massachusetts, USA","during",1,1,"117951"
"raneedunc",2021,"Boston, Massachusetts, USA","after",2,1,"117951 117943"
"raneedunc",2021,"Boston, Massachusetts, USA","before",3,3,"125754 148365 59954"
"raneedunc",2021,"Boston, Massachusetts, USA","during",2,2,"117943 125773"
"raneedunc",2022,"Boston, Massachusetts, USA","during",6,4,"59954 117943 125773 49490"
"ranger1159",2019,"Colorado Springs, Colorado, USA","during",15,10,"229703 54607 155090 182455 125773 632126 200925 148365 222950 203800"
"rangerco",2020,"Colorado Springs, Colorado, USA","during",2,2,"182679 155090"
"rangerjonah",2020,"Atlanta, Georgia, USA","during",1,1,"60724"
"raquel_uceda_sanchez",2022,"Albuquerque, New Mexico, USA","during",1,1,"532267"
"raqueleugenia",2019,"Ciudad de México, México","during",1,1,"117943"
"raquelfreeman",2020,"Birmingham Metro Area, Alabama, USA","after",1,1,"121176"
"rattlesnakerow",2019,"Austin, Texas, USA","during",1,1,"48325"
"raulogomezuba",2019,"Buenos Aires, Argentina","during",1,1,"117867"
"rawlinsfamily",2020,"Atlanta, Georgia, USA","during",1,1,"182631"
"raychill327",2021,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"222950"
"rayjackson",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"49490"
"razaank",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"rbrownbobcats",2019,"Charlotte, North Carolina, USA","during",1,1,"155091"
"rbrownnobcats",2019,"Charlotte, North Carolina, USA","during",1,1,"117943"
"rbuchsbaum",2020,"Boston, Massachusetts, USA","during",1,1,"123230"
"rburnsm51",2019,"Cleveland-Akron-Canton, OH, USA","after",1,1,"117943"
"rburnsm51",2020,"Cleveland-Akron-Canton, OH, USA","during",2,1,"117943"
"rcurtis",2018,"Cleveland-Akron-Canton, OH, USA","after",16,16,"462696 462951 180493 228243 232791 506114 462868 155497 532146 155082 228037 463234 182613 182713 462408 222938"
"rcurtis",2018,"Cleveland-Akron-Canton, OH, USA","before",5,5,"462426 220242 125773 706693 227561"
"rcurtis",2018,"Cleveland-Akron-Canton, OH, USA","during",69,43,"69430 232791 463870 180493 550161 49490 463344 344442 506114 532146 532533 222950 463305 205460 226109 214710 214458 632126 155093 54607 194163 151767 155091 460246 124439 182613 117987 233685 462479 227561 125773 230281 182656 117945 125754 155095 54734 194686 155082 200925 155090 117943 123894 119669 210576"
"rcurtis",2019,"Cleveland-Akron-Canton, OH, USA","after",2,2,"229443 462721"
"rcurtis",2019,"Cleveland-Akron-Canton, OH, USA","before",20,16,"182542 232797 174766 210527 532114 532227 462409 60715 174751 462457 463347 883150 532290 155095 226109 216213 463184"
"rcurtis",2019,"Cleveland-Akron-Canton, OH, USA","during",53,49,"54607 54734 182542 214458 229703 151767 462785 180493 228244 462426 463858 117963 774948 214710 203713 194163 119669 182558 155095 212238 209662 463207 233449 463184 125773 155091 222950 233685 227661 230426 194679 205460 155092 220115 194686 1232354 155082 117943 228062 228044 155090 200925 69430 117903 124439 182656 232791 214751 532146"
"rcurtis",2020,"Cleveland-Akron-Canton, OH, USA","before",1,1,"463340"
"rcurtis",2022,"Columbus, Ohio, USA","after",2,2,"217135 460246"
"rdislich",2021,"Brasília, Brasil","during",1,1,"117867"
"rdr12313",2021,"Fairfield and Westchester County, Connecticut and New York, USA","before",1,1,"117951"
"rdstevenson",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"rdstevenson",2019,"Boston, Massachusetts, USA","during",4,3,"148365 117943 155090"
"rdstevenson",2020,"Boston, Massachusetts, USA","during",14,8,"155093 148365 117943 69211 49490 117886 463344 119778 117422"
"rdstevenson",2021,"Boston, Massachusetts, USA","during",5,5,"60724 155093 69211 320843 117943"
"rdstevenson",2022,"Boston, Massachusetts, USA","during",11,7,"59954 125773 117943 54735 180467 320843 117951 49490 155093"
"reaganloconto",2020,"Austin, Texas, USA","after",1,1,"232361"
"reallyseeing",2021,"Boston, Massachusetts, USA","before",1,1,"55576"
"realtormcdaniel",2020,"Dallas-Fort Worth, Texas, USA","after",1,1,"55553"
"reaper308",2022,"Western NC, North Carolina, USA","during",1,1,"463071"
"rebeccamcelroy",2020,"Western NC, North Carolina, USA","after",1,1,"203093"
"rebeccasong121",2021,"Fairfield and Westchester County, Connecticut and New York, USA","after",1,1,"55576"
"rebekahplath",2019,"Cape Town, Western Cape, South Africa","during",1,1,"117938"
"rebsch",2020,"Calgary, Canada","during",1,1,"344442"
"rebsch",2021,"Calgary, Canada","during",3,3,"54734 124439 344442"
"rebsch",2022,"Calgary, Canada","during",1,1,"344442"
"rech",2020,"Curitiba, Paraná, Brazil","during",6,3,"54758 205079 464189"
"red3dsxl",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"124439"
"reddishegret",2020,"Alachua County, Florida, USA","during",3,3,"464189 69436 176035"
"redfaux",2019,"Austin, Texas, USA","during",1,1,"54734"
"redsara",2020,"Colorado Springs, Colorado, USA","during",2,2,"182679 49490"
"redsara",2021,"Colorado Springs, Colorado, USA","during",1,1,"67747"
"reed23",2021,"Denver-Boulder Metro, Colorado, USA","during",1,1,"155094"
"reggioamelia_10adavidyabur",2022,"Bucaramanga, Santander, Colombia","during",1,1,"117938"
"reghina",2020,"Baltimore, Maryland, USA","before",1,1,"117867"
"reinderw",2021,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",3,3,"217296 404238 405268"
"reiner",2022,"Geelong, Victoria, Australia","after",4,4,"49490 355962 118245 217296"
"reinerjakubowski",2022,"Waterloo Region, Ontario, Canada","during",3,3,"117943 117887 55576"
"reiser",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"relnat1994",2022,"Baton Rouge, Louisiana, USA","during",1,1,"155091"
"rem73",2019,"Bristol & Bath City Region, UK","during",1,1,"117987"
"ren_hoekstra",2022,"Garden Route, Western Cape, South Africa","during",1,1,"49490"
"renabeaver",2020,"Calgary, Canada","during",2,2,"117887 344442"
"reneehoff",2020,"Alachua County, Florida, USA","during",1,1,"322661"
"renevorster",2021,"Garden Route, Western Cape, South Africa","during",2,1,"117867"
"renkaw",2021,"Baton Rouge, Louisiana, USA","during",1,1,"151767"
"rescue-78",2019,"Western NC, North Carolina, USA","during",2,2,"320843 48711"
"reservajaguarapira",2018,"Curitiba, Paraná, Brazil","during",1,1,"121176"
"rey70",2022,"Ciudad de México, México","during",1,1,"632126"
"rgraveolens",2021,"Chicago, Illinois, USA","before",1,1,"117887"
"rherold",2019,"Boston, Massachusetts, USA","during",8,4,"49490 59954 148365 182679 67747 119669"
"rhussain",2019,"Dallas-Fort Worth, Texas, USA","before",1,1,"119888"
"rhys27",2020,"Calgary, Canada","during",1,1,"344442"
"ribes2018",2019,"Eugene-Springfield, Oregon, USA","during",2,2,"67747 123230"
"ribes2018",2022,"Eugene-Springfield, Oregon, USA","before",1,1,"118245"
"ric_and_merriam",2021,"Albuquerque, New Mexico, USA","during",1,1,"126626"
"richard519",2020,"Austin, Texas, USA","during",1,1,"55553"
"richardadcock",2019,"Cape Town, Western Cape, South Africa","during",1,1,"597056"
"richardhum",2019,"Western NC, North Carolina, USA","before",1,1,"119778"
"richardwchz",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"richiefournier13",2022,"Boston, Massachusetts, USA","before",2,2,"119778 117422"
"richpaul45",2022,"Chicago, Illinois, USA","during",1,1,"182613"
"richsobel",2022,"Denver-Boulder Metro, Colorado, USA","during",1,1,"182508"
"rick57",2021,"Dallas-Fort Worth, Texas, USA","before",1,1,"232361"
"riddenecoler",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"67747"
"riddenecoler",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"229759"
"rileypollom",2022,"Columbus, Ohio, USA","after",1,1,"117943"
"rileyscarborough",2019,"Austin, Texas, USA","during",1,1,"69430"
"rin_nd",2019,"Chicago, Illinois, USA","before",1,1,"55576"
"rinrat86",2022,"Calgary, Canada","during",1,1,"532755"
"riobruwer",2020,"Garden Route, Western Cape, South Africa","during",1,1,"117867"
"riobruwer",2021,"Garden Route, Western Cape, South Africa","during",4,3,"117892 48325 55554 117867"
"rion_c",2020,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"river_ambassadors",2021,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"riverahlquist",2021,"Austin, Texas, USA","during",4,3,"227235 229759 155091"
"riverahlquist",2022,"Austin, Texas, USA","after",3,2,"55553 233685"
"riverahlquist",2022,"Austin, Texas, USA","before",7,5,"120384 117938 233685 222950 49490"
"riverahlquist",2022,"Austin, Texas, USA","during",22,10,"233685 222950 205689 370222 175758 50252 174748 229441 117887 194163 117867 154129 630835 228037"
"rjmorton",2019,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"rkclements",2020,"Chattanooga, Tennessee, USA","during",1,1,"121176"
"rkdale",2021,"Dallas-Fort Worth, Texas, USA","during",2,2,"229441 155091"
"rkool",2022,"Albuquerque, New Mexico, USA","during",1,1,"69430"
"rkostecke",2020,"Austin, Texas, USA","during",1,1,"55553"
"rkostecke",2021,"Austin, Texas, USA","during",1,1,"232361"
"rkriegs",2018,"Boston, Massachusetts, USA","during",1,1,"123230"
"rlammann",2021,"Chicago, Illinois, USA","after",1,1,"182675"
"rlcasey",2018,"Bristol & Bath City Region, UK","during",1,1,"55576"
"rlenane",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"119669"
"rmaritz",2019,"Cape Town, Western Cape, South Africa","during",1,1,"55554"
"rmturner",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"117951"
"rmturner",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"48325 55576"
"rnpulford",2020,"Bristol & Bath City Region, UK","during",2,1,"154184 463344"
"rob27scott",2020,"Calgary, Canada","during",5,4,"69430 55576 463837 174748 344442"
"rob27scott",2021,"Calgary, Canada","during",1,1,"69430"
"robbie_cloud",2020,"Alachua County, Florida, USA","during",2,2,"67747 460246"
"robbiewastaken",2021,"Brighton, Sussex, UK","during",2,1,"182631 175440"
"robcrewshole",2018,"Bristol & Bath City Region, UK","during",1,1,"119666"
"robcrewshole",2019,"Bristol & Bath City Region, UK","during",1,1,"119666"
"robcrewshole",2020,"Bristol & Bath City Region, UK","during",1,1,"49490"
"robcrewshole",2021,"Bristol & Bath City Region, UK","during",1,1,"119666"
"robcruickshank",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"48325 117938"
"robcruickshank",2021,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",3,3,"175440 123348 117938"
"robcruickshank",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",7,5,"60724 222835 55576 123348 69211"
"robertapengyou",2022,"Brasília, Brasil","during",1,1,"229702"
"robertbritz",2019,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"roberto903",2022,"Ciudad de México, México","during",3,2,"117942 117887"
"robertslaughter",2022,"Dallas-Fort Worth, Texas, USA","after",1,1,"232361"
"robgogan",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"robgogan",2020,"Boston, Massachusetts, USA","during",2,2,"123175 117943"
"robgogan",2021,"Boston, Massachusetts, USA","before",1,1,"125754"
"robgogan",2021,"Boston, Massachusetts, USA","during",6,6,"223123 182679 194686 49490 182455 117943"
"robhallock",2022,"Chicago, Illinois, USA","during",1,1,"117943"
"robin_mcguirt",2021,"Charlotte, North Carolina, USA","before",2,2,"69430 117943"
"robinelizabeth410",2020,"Austin, Texas, USA","during",1,1,"233685"
"robingateswall",2021,"Colorado Springs, Colorado, USA","after",2,2,"175433 54294"
"robotpie",2019,"Atlanta, Georgia, USA","during",1,1,"117943"
"robotpie",2021,"Atlanta, Georgia, USA","during",10,8,"226107 117925 67747 69430 49490 217100 117867 155095 117943"
"robotpie",2022,"Atlanta, Georgia, USA","during",10,8,"175247 69430 55554 117942 117951 67747 117887 50252"
"robsid",2022,"Bristol & Bath City Region, UK","during",1,1,"229765"
"robyn-leew",2022,"Cape Town, Western Cape, South Africa","during",3,2,"55576 175758"
"robyn_lister",2022,"Garden Route, Western Cape, South Africa","during",1,1,"461903"
"rodolfochyken",2022,"Ciudad de México, México","during",2,2,"175971 117887"
"rogue_biologist",2021,"Cleveland-Akron-Canton, OH, USA","during",5,4,"119669 117867 117877 200925"
"ronseman-indianaduneshiking",2022,"Chicago, Illinois, USA","during",2,2,"220115 151767"
"ronvanderhoff",2020,"Orange County, California, USA","during",2,2,"69468 49490"
"rooirokkie",2022,"Garden Route, Western Cape, South Africa","during",1,1,"461903"
"roomthily",2018,"Denver-Boulder Metro, Colorado, USA","during",5,4,"60724 632126 180500 532267"
"roost",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"229759"
"ros_a_mond",2022,"Garden Route, Western Cape, South Africa","before",1,1,"49490"
"rosa_thorlby",2022,"Brighton, Sussex, UK","during",1,1,"54758"
"rosabelmiro",2019,"Ciudad de Panamá, Panamá","during",2,1,"117943 117951"
"rosabelmiro",2020,"Ciudad de Panamá, Panamá","during",1,1,"182631"
"rosabelmiro",2021,"Ciudad de Panamá, Panamá","during",1,1,"175440"
"rosawoodsii",2020,"Eugene-Springfield, Oregon, USA","before",1,1,"118245"
"rosemary_harrison",2021,"eThekwini, Kwa-Zulu Natal, South Africa","during",7,4,"229702 117867 175433 175247 117938"
"rosemary_harrison",2022,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"154184"
"rosienorthhaven",2020,"Adelaide, South Australia, Australia","during",1,1,"117942"
"rossddickson",2018,"Waterloo Region, Ontario, Canada","during",2,1,"55576"
"roundhillprimaryschool",2018,"Bristol & Bath City Region, UK","during",1,1,"55576"
"rowan_m",2022,"Edinburgh, Scotland","during",1,1,"55576"
"rowanberrytree",2022,"Eugene-Springfield, Oregon, USA","before",1,1,"123230"
"roxanne_marquez",2022,"Albuquerque, New Mexico, USA","after",4,4,"175359 154128 69468 48325"
"rpietersen",2019,"Cape Town, Western Cape, South Africa","during",1,1,"174925"
"rroberts6204",2019,"Baltimore, Maryland, USA","during",1,1,"460246"
"rslhaupt",2020,"Garden Route, Western Cape, South Africa","during",9,5,"117867 117938 117865 117951 117942 119695"
"rslhaupt",2021,"Garden Route, Western Cape, South Africa","during",16,6,"229759 48325 117867 49490 55554 67747 179037 117938 712029"
"rslhaupt",2022,"Garden Route, Western Cape, South Africa","during",10,6,"49490 55554 67747 117938 117867 232361 123114"
"rsvincent",2021,"Boston, Massachusetts, USA","during",3,3,"60724 59968 117951"
"rtt_yyc",2021,"Calgary, Canada","during",1,1,"154108"
"rubendariobc",2021,"Ensenada, Baja California, México","during",1,1,"60724"
"rudydiaz",2022,"Orange County, California, USA","before",1,1,"232383"
"running_naturalist",2019,"Atlanta, Georgia, USA","during",4,3,"117987 121176 117943"
"running_naturalist",2020,"Atlanta, Georgia, USA","during",3,2,"117867 117987 227252"
"running_naturalist",2021,"Atlanta, Georgia, USA","during",3,3,"60724 320843 117992"
"running_naturalist",2022,"Atlanta, Georgia, USA","during",1,1,"710073"
"russell2oceans",2019,"Cape Town, Western Cape, South Africa","during",5,3,"117867 83475 67747"
"russellhope",2022,"Cape Town, Western Cape, South Africa","during",1,1,"229759"
"russoola",2022,"Boston, Massachusetts, USA","during",1,1,"69430"
"ruthie_mac",2020,"Cape Town, Western Cape, South Africa","during",1,1,"355350"
"ruthie_mac",2021,"Cape Town, Western Cape, South Africa","during",1,1,"893203"
"ruthsussex",2020,"Brighton, Sussex, UK","during",1,1,"117943"
"rwl",2021,"Adelaide, South Australia, Australia","during",1,1,"117865"
"rwl",2022,"Adelaide, South Australia, Australia","during",2,2,"155094 54757"
"ryancooke",2020,"Alachua County, Florida, USA","during",2,2,"322661 464189"
"ryancooke",2021,"Alachua County, Florida, USA","during",3,3,"121176 462848 227252"
"ryancooke",2022,"Alachua County, Florida, USA","during",6,6,"464189 460246 117938 205079 121176 117867"
"ryanderoo",2022,"Cape Town, Western Cape, South Africa","during",1,1,"597051"
"ryanhale1",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"ryansiegmann",2021,"Burlington/Winooski, Vermont, USA","after",1,1,"155090"
"ryguy1334",2022,"Tri-Cities, British Columbia, Canada","during",1,1,"118245"
"ryleegonzzo",2021,"Corpus Christi, Texas, USA","during",1,1,"48325"
"ryyanwetherell",2018,"Bristol & Bath City Region, UK","during",1,1,"123175"
"s_rodriguez",2018,"Austin, Texas, USA","during",1,1,"232361"
"saanvi2019",2020,"Atlanta, Georgia, USA","during",1,1,"182631"
"sabrinaslaviero",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117943"
"sachikoito",2020,"Alachua County, Florida, USA","during",1,1,"322661"
"sadie_w",2022,"Cape Town, Western Cape, South Africa","during",1,1,"83475"
"saelsa",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",4,4,"48325 55576 67747 179761"
"saery",2020,"Alachua County, Florida, USA","during",1,1,"155091"
"saf_explorer",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"sailgrl8",2020,"Western NC, North Carolina, USA","during",1,1,"320843"
"salballots",2020,"Garden Route, Western Cape, South Africa","during",1,1,"67747"
"saldanal",2020,"Denver-Boulder Metro, Colorado, USA","during",1,1,"175944"
"sallamanders",2020,"Western NC, North Carolina, USA","during",1,1,"119669"
"sallyharris",2020,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"sallyhey",2022,"Cape Town, Western Cape, South Africa","during",2,2,"55576 55554"
"sallyslak",2020,"Garden Route, Western Cape, South Africa","during",16,13,"123114 596946 60724 48714 49490 117938 461903 1080564 229759 155495 67747 117867 83475 232361"
"sallyslak",2021,"Garden Route, Western Cape, South Africa","during",1,1,"223473"
"sallyslak",2022,"Garden Route, Western Cape, South Africa","before",1,1,"83475"
"sallyslak",2022,"Garden Route, Western Cape, South Africa","during",2,2,"117950 117942"
"salmonruth",2022,"Tri-Cities, British Columbia, Canada","during",5,5,"217148 117887 117938 182631 194700"
"salmotrutta",2019,"Boston, Massachusetts, USA","during",1,1,"49490"
"saloshg",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"saloshg",2022,"Cape Town, Western Cape, South Africa","during",5,3,"229759 48325 55576 355350"
"salsgiverscience",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"69211"
"saltmarshsteve",2020,"Adelaide, South Australia, Australia","during",1,1,"49490"
"saltmarshsteve",2021,"Adelaide, South Australia, Australia","during",1,1,"117951"
"saltmarshsteve",2022,"Adelaide, South Australia, Australia","during",1,1,"49490"
"saltwellsbirder",2021,"Birmingham & Black Country, Midlands, UK","after",1,1,"117943"
